File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,Frame,X,Y,Distance_px,Distance_cm
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,0,31.36634450697333,166.33900171274774,0.0,0.0
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,1,31.765479091929787,164.70293288057616,1.6840515551822242,0.2955233367111969
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,2,32.236162643919975,163.14680794094022,1.6257514674362268,0.2852926306450822
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,3,35.193527900464765,167.34629485291995,5.1363118659703,0.9013382139934615
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,4,40.1954089755174,170.25280753840195,5.785035028401946,1.0151784542008913
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,5,46.902674998629614,176.5146357506989,9.175941917052075,1.6102268154741521
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,6,48.96898445145156,177.67883548983363,2.371707357036855,0.41619561449719666
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,7,49.45309164831442,178.021141792309,0.5929025069678654,0.10404463370755762
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,8,58.03825870483802,179.31818926266828,8.682593249069285,1.5236522423408951
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,9,75.33899556868538,181.65870671262104,17.458336632268843,3.063650800427626
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,10,86.73319068389434,188.15867006830715,13.117820167570292,2.3019615844708103
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,11,88.26865671641791,187.5137772675086,1.6653956471527935,0.2922495318367149
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,12,88.4502065941479,190.78750316215533,3.27875610428472,0.575367744068607
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,13,103.59819967266776,185.8813420621931,15.922691702274088,2.794170384392158
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,14,116.03251499250375,184.1351667916042,12.556326116692103,2.2034286179779565
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,15,120.68690643001713,184.74441849602988,4.6940970689732735,0.8237367938056543
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,16,127.13660087587738,185.42666026756254,6.485677472692003,1.1381296740379119
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,17,136.27060726363771,185.6134980149978,9.135917087819553,1.6032031165560923
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,18,139.14462158080215,187.78949488169155,3.604846828802474,0.6325913003685986
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,19,142.49781132499018,188.8472136483529,3.5160560931070712,0.6170099873137805
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,20,151.72423376210895,187.27714255465565,9.35905947344242,1.6423609334044194
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,21,162.22639701969132,187.97384246939862,10.525246973829923,1.847007649999811
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,22,166.41456846288597,188.49457473788794,4.220419663142183,0.740614203487592
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,23,173.73820331959868,187.6785855623065,7.368952832602714,1.2931299653249277
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,24,176.23725084413462,187.6919507678902,2.4990832636407894,0.4385479901239246
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,25,174.81116521849836,190.5282790668067,3.174661939621434,0.5571009310492572
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,26,187.9530472271213,190.12443660591808,13.14808546754179,2.3072726465975126
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,27,195.19814383029305,188.5325744068029,7.417914130688142,1.3017218674762556
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,28,204.07009609949125,190.4778123233465,9.08270266049099,1.5938648602082268
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,29,207.35308522635734,189.85864346705333,3.3408663067719946,0.5862670625760273
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,30,208.41806259314455,189.44691505216096,1.141795550612638,0.2003663307816806
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,31,210.2521875781278,188.93685488767457,1.903726827025265,0.33407273214284094
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,32,217.25035307409848,190.15808304302797,7.103922755521941,1.2466215478915548
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,33,220.45929543076386,191.43822811301013,3.454863593342109,0.6062717105332434
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,34,233.92059249864107,196.89640333393731,14.525776932473635,2.54903482865324
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,35,240.64809686702503,197.14508334690774,6.732098987349803,1.18137259497166
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,36,246.95764739492196,194.5340856336821,6.828450550641332,1.1982807088554843
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,37,246.36692322873495,192.6876652851786,1.9386137170372884,0.34019480727296614
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,38,248.82856838062727,193.39950928098997,2.562502434771075,0.4496770110889938
fSISNI7_NSF_220522.avi,99.5,True,0.95,100.0,0.0,39,249.0141516298021,193.01506111757857,0.42689756701658943,0.07491349837266904
